Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V10PWM10C;Enlarge;100;2 x 5;0.6;80.0;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\98163.png;Datasheet\diodes\V10PWM10C\V10PWM10C.pdf;
