Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-100H008A-GPP5N00000;graphic;100 x 8 dots;80.0 x 36.0 x 10.0 (max.);66.0 x 16.0;;0.55 x 0.75;0.60 x 0.80;1/8;OLED-0010;-;Yes;-;-;-;37843;Datasheet/displays/OLED-100H008A-GPP5N00000\OLED-100H008A-GPP5N00000.pdf;
