Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Output Min. (kvar);Output Max. (kvar);Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
Phawo...kS.. Medium Frequency Capacitors;Enlarge;Capacitors, induction heating;All-film polypropylene / aluminum foil;Medium frequency capacitors, water cooled, indoor;200;3000;150;5000;75;10 000;image\capacitors\13057.png;Datasheet\capacitors\Phawo...kS.. Medium Frequency Capacitors\Phawo...kS.. Medium Frequency Capacitors.pdf;Datasheet\capacitors\Phawo...kS.. Medium Frequency Capacitors\Phawo...kS.. Medium Frequency Capacitors.zip
