Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-016N002B-BPP5N00000;character;16 x 2 characters;122.0 x 44.0 x 10.0 (max.);99.0 x 24.0;4.74 x 8.90;0.90 x 1.06;0.96 x 1.12;1/16;OLED-0010;-;-;-;Yes;-;37769;Datasheet/displays/OLED-016N002B-BPP5N00000\OLED-016N002B-BPP5N00000.pdf;
