Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
TE045090BH10138BF1;Enlarge;10000.0;100.0;R7;;;Individual;image\capacitors\22095.png;Datasheet\capacitors\TE045090BH10138BF1\TE045090BH10138BF1.pdf;
