Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
AR4PK;Enlarge;800;4;1.27;65.0;120.0;175;SMPC (TO-277A);Single;;Yes;image/diodes\89335.png;Datasheet\diodes\AR4PK\AR4PK.pdf;
