Series;Product Image;Type;Description;Rated Data;Current Data;Protection Level;Image path;Datasheet part;3d model part
ESTAsym W;Enlarge;Unbalance monitoring;Unbalance measuring device for capacitor banks connected in double-star or bridge connection;Primary current: 5 A / 10 A / 25 A / 50 A;One current output: 1 A;IP00;image\capacitors\13175.png;Datasheet\capacitors\ESTAsym W\ESTAsym W.pdf;
