Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V2NL63;Enlarge;60;2;0.36;50.0;;150;DFN3820A;Single;Yes;image/diodes\87470.png;Datasheet\diodes\V2NL63\V2NL63.pdf;Datasheet\diodes\V2NL63\V2NL63.zip
