Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
S180J25SL0N65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;18.0;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S180J25SL0N65J5R\S180J25SL0N65J5R.pdf;
