Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiC652A;New;55 A power stage plus, 4.5 VINto 24 VIN, 3.3 V PWM with ZCD, PS4 mode;VRPower (DrMOS);4.5;24.0;PowerPAK MLP55-31L;5.0 x 5.0 x 0.75;71576;Datasheet/power-ics/computer/SiC652A/SiC652A.pdf;
