Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
SFH6156;Enlarge;SMD-4;70;13;320.0;10;3, 2.3;-55 to +100;4420;UL, cUL, VDE, BSI, CQC, FIMKO;image/optocouplers/83671.png;Datasheet/optocouplers/opt-tran-output/SFH6156/SFH6156.pdf;Datasheet/optocouplers/opt-tran-output/SFH6156/SFH6156.zip
