Series;Product Image;Description;Mounting;Trimmer Type;Resistance Min.(Ω);Resistance Max.(Ω);Image path;Datasheet part;3d model part
TSM4;Enlarge;5 mm Square Surface Mount Miniature Trimmers Multi-Turn Cermet Sealed;Surface-mount;Multi turn;10;1 M;image/trimmers/51009.png;Datasheet/trimmers/TSM4\TSM4.pdf;Datasheet\/trimmers/TSM4\TSM4.zip
