Part Number;Product Image;Zero or Non-zero crossing;Package;Trigger Current IFTMax.(mA);Blocking Voltage VDRM(V);On-state Current(mA);Static dv / dt;Isolation Voltage VISOVRMS;Ambient Temperature Range(°C);Creepage Min.(mm);Working Voltage VIORM(Vpeak);Safety Standard;Image path;Datasheet part;3d model part
VOT8026AB, VOT8026AD, VOT8026AG;Enlarge;Zero;DIP-6;5;800;100;1000.0;5300;-40 to +110;7.0;890.0;UL, cUL, VDE, CQC;image/optocouplers/84925.png;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.pdf;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.zip
VOT8026AB, VOT8026AD, VOT8026AG;Enlarge;Zero;DIP-6, 400 mil;5;800;100;1000.0;5300;-40 to +110;8.0;1140.0;UL, cUL, VDE, CQC;image/optocouplers/84925.png;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.pdf;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.zip
VOT8026AB, VOT8026AD, VOT8026AG;Enlarge;Zero;SMD-6;5;800;100;1000.0;5300;-40 to +110;7.0;890.0;UL, cUL, VDE, CQC;image/optocouplers/84925.png;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.pdf;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.zip
VOT8026AB, VOT8026AD, VOT8026AG;Enlarge;Zero;SMD-6, 180° orientation;5;800;100;1000.0;5300;-40 to +110;7.0;890.0;UL, cUL, VDE, CQC;image/optocouplers/84925.png;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.pdf;Datasheet/optocouplers/opto-triac/VOT8026AB, VOT8026AD, VOT8026AG/VOT8026AB, VOT8026AD, VOT8026AG.zip
