Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
MMBD914;Enlarge;SOT-23;100.0;25 at 20;1 at 10;4.0;Single;Yes;image/diodes/86398.png;Datasheet/diodes/switching/MMBD914/MMBD914.pdf;Datasheet/diodes/switching/MMBD914/MMBD914.zip
