Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSSP95038;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;;8.0;0.7;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Presence sensors, fast proximity sensors;SMD;image/ir-receiver-modules/82867.png;Datasheet\/ir-receiver-modules/TSSP95038\TSSP95038.pdf;
