Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-ST180S...VPbF Series;Enlarge;200.0;85.0;314.0;1200;5000.0;5230.0;1.75 at 570;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\96112.png;Datasheet\thyristors\VS-ST180S...VPbF Series\VS-ST180S...VPbF Series.pdf;
VS-ST180S...VPbF Series;Enlarge;200.0;85.0;314.0;800;5000.0;5230.0;1.75 at 570;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\96112.png;Datasheet\thyristors\VS-ST180S...VPbF Series\VS-ST180S...VPbF Series.pdf;
VS-ST180S...VPbF Series;Enlarge;200.0;85.0;314.0;400;5000.0;5230.0;1.75 at 570;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\96112.png;Datasheet\thyristors\VS-ST180S...VPbF Series\VS-ST180S...VPbF Series.pdf;
