Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BAT42WS-G, BAT43WS-G;Enlarge;Small Signal Schottky Diode;30.0;200.0;650 at 200;Yes;SOD-323;Single;image/diodes\85238.png;Datasheet\diodes\BAT42WS-G, BAT43WS-G\BAT42WS-G, BAT43WS-G.pdf;Datasheet\diodes\BAT42WS-G, BAT43WS-G\BAT42WS-G, BAT43WS-G.zip
BAT42WS-G, BAT43WS-G;Enlarge;Small Signal Schottky Diode;30.0;200.0;450 at 200;Yes;SOD-323;Single;image/diodes\85238.png;Datasheet\diodes\BAT42WS-G, BAT43WS-G\BAT42WS-G, BAT43WS-G.pdf;Datasheet\diodes\BAT42WS-G, BAT43WS-G\BAT42WS-G, BAT43WS-G.zip
