Part Number;Product Image;Package;VCEO(V);CTR min1%;Forward Current IFmax.(mA);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
ILD223T;Enlarge;SOIC-8;30;500;60;-55 to +100;4000;UL, cUL;image/optocouplers/83648.png;Datasheet/optocouplers/opto-darl-out/ILD223T/ILD223T.pdf;Datasheet/optocouplers/opto-darl-out/ILD223T/ILD223T.zip
