Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSR1360;Enlarge;13 mm;Red;Common cathode;280.0;;3600.0;1;1.8;image/displays\85180.png;Datasheet\displays\TDSR1360\TDSR1360.pdf;Datasheet\displays\TDSR1360\TDSR1360.zip
