Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-ST230SPbF Series;Enlarge;230.0;85.0;360.0;1600;5700.0;5970.0;1.55 at 720;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\94399.png;Datasheet\thyristors\VS-ST230SPbF Series\VS-ST230SPbF Series.pdf;
VS-ST230SPbF Series;Enlarge;230.0;85.0;360.0;1400;5700.0;5970.0;1.55 at 720;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\94399.png;Datasheet\thyristors\VS-ST230SPbF Series\VS-ST230SPbF Series.pdf;
