Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
TC045090BH80138BH1;Enlarge;10000.0;800.0;R85;;;Individual;image\capacitors\22095.png;Datasheet\capacitors\TC045090BH80138BH1\TC045090BH80138BH1.pdf;
