Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233954125;Polypropylene;RFI X/Y;Radial Boxed;1,2µF;5;VacX2;310;27.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233952125;Polypropylene;RFI X/Y;Radial Boxed;1,2µF;5;VacX2;310;27.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233910125;Polypropylene;RFI X/Y;Radial Boxed;1,2µF;10;VacX2;310;27.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233914125;Polypropylene;RFI X/Y;Radial Boxed;1,2µF;10;VacX2;310;27.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233912125;Polypropylene;RFI X/Y;Radial Boxed;1,2µF;10;VacX2;310;27.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233950125;Polypropylene;RFI X/Y;Radial Boxed;1,2µF;5;VacX2;310;27.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233938122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;5;VacX2;310;7.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233910122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;10;VacX2;310;7.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233948122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;5;VacX2;310;10.0;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233951122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;5;VacX2;310;10.0;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233952122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;5;VacX2;310;7.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233953122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;5;VacX2;310;10.0;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
MKP339 X2;Enlarge;MKP339 - X2 AEC-Q200;BFC233954122;Polypropylene;RFI X/Y;Radial Boxed;1,2nF;5;VacX2;310;7.5;image/capacitors\28138.png;Datasheet\capacitors\MKP339 X2\MKP339 X2.pdf;
