Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V15PM15;Enlarge;150;15;0.66;220.0;;175;SMPC (TO-277A);Single;Yes;image/diodes\87028.png;Datasheet\diodes\V15PM15\V15PM15.pdf;Datasheet\diodes\V15PM15\V15PM15.zip
