Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-UFL250AB60;Enlarge;65;135;600;750;1.25 at 50;-55 to +175;0.38;100;SOT-227 not insulated;Separated anode diodes, not insulated, common cathodes;Not Isolated;image\modules\94874.png;Datasheet\modules\VS-UFL250AB60\VS-UFL250AB60.pdf;
