Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512100JT8;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1000;32.3;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512100JT6;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1000;32.3;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512100JT4;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1000;28.0;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512100JT3;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1000;57.0;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512100JT2;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1000;24.5;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512100JT1;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1000;28.0;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512125JT1;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1250;28.0;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512125JT8;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1250;32.3;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512125JT6;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1250;32.3;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512125JT4;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1250;28.0;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512125JT3;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1250;57.0;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
MKP386M Snubber;Enlarge;MKP386M - Single Metalized Snubber;MKP386M512125JT2;Polypropylene;Snubber;Radial Boxed;1,2µF;5;Vdc;1250;24.5;image/capacitors\28170.png;Datasheet\capacitors\MKP386M Snubber\MKP386M Snubber.pdf;
