Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-8ETL06SHM3;Enlarge;600;8;0.81;175.0;60;175.0;D2PAK (TO-263AB);Single;Yes;image/diodes\96529.png;Datasheet\diodes\VS-8ETL06SHM3\VS-8ETL06SHM3.pdf;
