Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-VS5HD300CW60;Enlarge;259;109;600;1150;1.36 at 150;-40 to +175;0.32;68;TO-244;Two diodes common cathode;Not Isolated;image\modules\96923.png;Datasheet\modules\VS-VS5HD300CW60\VS-VS5HD300CW60.pdf;
