Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP93556P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC5;28.0;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93556P10TR\TSOP93556P10TR.pdf;
