Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Capacitance Min.;Capacitance Max.;Image path;Datasheet part;3d model part
ET;Enlarge;Capacitors, Fixed, Power Electronic;Film, Polypropylene, Polyester;DC Filter Capacitors;1000;60000;0.0005 uF;2 uF;image\capacitors\13014.png;Datasheet\capacitors\ET\ET.pdf;
