Series;Product Image;Description;AC Operating Voltage Min.(VRMS);AC Operating Voltage Max.(VRMS);DC Operating Voltage Min.(VDC);DC Operating Voltage Max.(VDC);INRP8/20 µsMax.(Ap);Energy 10/1000 µsMax.(J);Operating Temperature Min.(°C);Operating Temperature Max.(°C);Image path;Datasheet part;3d model part
VDRUS Series;Enlarge;VDR Metal Oxide Varistors Ultra Surge High Operating Temperature 125 °C;115;680;150.0;895;13 000;720.0;-40;125;image/varistors/29185.png;Datasheet\/varistors/VDRUS Series\VDRUS Series.pdf;Datasheet\/varistors/VDRUS Series\VDRUS Series.zip
