Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Output Min. (kvar);Output Max. (kvar);Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
Phawoc Medium Frequency Capacitors;Enlarge;Capacitors, induction heating;All-film polypropylene / aluminum foil;Medium frequency capacitors, water cooled, indoor;250;1000;100;2000;10 000;100 000;image\capacitors\13059.png;Datasheet\capacitors\Phawoc Medium Frequency Capacitors\Phawoc Medium Frequency Capacitors.pdf;
