Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP96436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;25.0;0.11;± 50;0.37;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82847.png;Datasheet\/ir-receiver-modules/TSOP96436\TSOP96436.pdf;
TSOP96436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;25.0;0.11;± 50;0.37;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82847.png;Datasheet\/ir-receiver-modules/TSOP96436\TSOP96436.pdf;
