Part Number;Status;Description;VinMin.(V);VinMax.(V);Continuous Current Rating Max.(A);Switch Freq Max.(kHz);Enable (Y/N);Monitoring Features;Protection;Light Load Mode;PWM (V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiC642A;New;50 A power stage plus, 2.5 VINto 16 VIN, 3.3 V PWM with ZCD, PS4 mode;2.5;16;50.0;2000;Yes;;UVLO, OCP, OTP, HS-short;ZCD, PS4;3.3;PowerPAK MLP55-31L;5.0 x 5.0 x 0.75;77483;Datasheet/power-ics/SiC642A\SiC642A.pdf;
