Part Number;Product Image;Package;Output;Load voltage (max.)(V);Load current (max.)(mA);I Fon (max.)(mA);R ON (max.)(Ω);R OFF (typ.)(GΩ);Turn-on time max.(ms);Turn-off time max.(ms);VISOmax.VRMS(V);Safety Standard;Image path;Datasheet part;3d model part
LH1501BAB, LH1501BABTR, LH1501BT;Enlarge;SMD-6, DIP-6;1 Form B;350.0;200.0;;25.0;1.4;3.0;3.0;3750;UL,;image/solid-state-relays/83805.png;Datasheet\/solid-state-relays/LH1501BAB, LH1501BABTR, LH1501BT\LH1501BAB, LH1501BABTR, LH1501BT.pdf;Datasheet\/solid-state-relays/LH1501BAB, LH1501BABTR, LH1501BT\LH1501BAB, LH1501BABTR, LH1501BT.zip
