Part Number;Product Image;Package;VCEO(V);CTR min1%;Forward Current IFmax.(mA);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
VOD223T;Enlarge;SOIC-8;30;500;30;-40 to +100;4000;UL, cUL, VDE;image/optocouplers\81959.png;Datasheet\optocouplers\VOD223T\VOD223T.pdf;Datasheet\optocouplers\VOD223T\VOD223T.zip
