Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;20.0;5900.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10.0;1100.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;25.0;1400.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;16.0;2000.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10.0;2700.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35.0;300.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;20.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;35.0;2200.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10.0;1500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;25.0;2000.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16.0;1800.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;800.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35.0;700.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20.0;2000.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10.0;1000.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35.0;6600.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16.0;3000.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;2000.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35.0;1000.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20.0;5000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10.0;800.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;25.0;700.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16.0;900.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10.0;1700.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;50.0;900.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;25.0;3000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;35.0;3500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20.0;5900.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10.0;1900.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;25.0;1100.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;16.0;1000.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10.0;2600.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35.0;500.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20.0;700.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10.0;1800.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;25.0;5000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16.0;1700.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;1800.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35.0;300.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20.0;1000.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35.0;4400.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;16.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;16.0;2900.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;1500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20.0;2900.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10.0;500.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;25.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16.0;600.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10.0;2900.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;50.0;800.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
TH3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;25.0;5000.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40084.png;Datasheet\capacitors\TH3\TH3.pdf;Datasheet\capacitors\TH3\TH3.zip
