Series;Product Image;Description;Resistance at25 °C (min.)(Ω);Resistance at25 °C (max.)(Ω);Tn/ Tsw(min.)(°C);Tn/ Tsw(max.)(°C);Iol/Iin(max.)(A);Vmax.(V);Operating Temperature(min.)(°C);Operating Temperature(max.)(°C);Image path;Datasheet part;3d model part
PTCCL - 145 V Series;Enlarge;145 V PTC Thermistors for Overload Protection;1.3;240;135.0;140.0;13.0;145.0;0;70;image/thermistors\29086.png;Datasheet\thermistors\PTCCL - 145 V Series\PTCCL - 145 V Series.pdf;
