Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;15.0;;5.08 x 2.54 x 1.6 (E);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;6.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.1 µF;50.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;4.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;20.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;10.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;6.0;;3.81 x 2.54 x 1.6 (D);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.33 µF;35.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;20.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;10.0;;5.08 x 2.54 x 1.6 (E);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;4.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;25.0;;5.08 x 2.54 x 1.6 (E);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;20.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;6.0;;3.81 x 1.27 x 1.6 (B);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;25.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;15.0;;6.73 x 2.79 x 3.2 (G);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;10.0;;3.81 x 2.54 x 1.6 (D);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;50.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;4.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;25.0;;3.81 x 1.27 x 1.6 (B);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;15.0;;5.08 x 1.27 x 1.6 (C);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;6.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;35.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;6.0;;3.81 x 1.27 x 1.6 (B);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;25.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;15.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;10.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;50.0;;5.08 x 2.54 x 1.6 (E);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;4.0;;3.81 x 2.54 x 1.6 (D);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;20.0;;7.24 x 3.81 x 3.2 (H);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;15.0;;3.81 x 1.27 x 1.6 (B);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;6.0;;6.73 x 2.79 x 3.2 (G);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;35.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;20.0;;5.08 x 1.27 x 1.6 (C);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;10.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;15.0;;5.59 x 3.43 x 2.2 (F);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;10.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
194D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.15 µF;50.0;;2.54 x 1.27 x 1.6 (A);image/capacitors\40000.png;Datasheet\capacitors\194D\194D.pdf;Datasheet\capacitors\194D\194D.zip
