Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
P11H;Enlarge;12.5 mm Modular High Torque Panel Potentiometer;Up to 7 modules;Yes;;A: linear;IP 64;50K cycles;image/potentiometers/51087.png;Datasheet\/potentiometers/P11H\P11H.pdf;Datasheet\/potentiometers/P11H\P11H.zip
