Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
RV4L;Enlarge;Long Life / Heavy Duty Potentiometer;No;;Yes;A: linear;IP 67;200K cycle;image/potentiometers/50079.png;Datasheet\/potentiometers/RV4L\RV4L.pdf;Datasheet\/potentiometers/RV4L\RV4L.zip
