Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
VEMD5160X01;Enlarge;Silicon PIN Photodiode;surface mount;Top view;5 x 4 x 0.9;840;700 to 1070;26;65;7.5;image/photo-detectors\84279.png;Datasheet\photo-detectors\VEMD5160X01\VEMD5160X01.pdf;
