Part Number;Configuration;SingleSupplyMin.;SingleSupplyMax.;DualSupplyMin.;DualSupplyMax.;On-Resistance(Ω);Is(off)Max.;tonMax.;QINJTyp.;XTALK&OIRR;Package;CS(on)(pF);CS(off)(pF);-3 dBBandwidth(MHz);Image path;Datasheet part;3d model part
DG2034E;4:1 x 1;1.8;5.5;;;2.5;5.0;34.0;-2.0;-67.0;QFN-12 3x3;33.0;7.0;166.0;73172;Datasheet//analog-switches/DG2034E\DG2034E.pdf;
DG2034E;4:1 x 1;1.8;5.5;;;2.5;5.0;34.0;-2.0;-67.0;MSOP-10;33.0;7.0;166.0;73172;Datasheet//analog-switches/DG2034E\DG2034E.pdf;
