Series;Product Image;Description;Mounting;Trimmer Type;Resistance Min.(Ω);Resistance Max.(Ω);Image path;Datasheet part;3d model part
43;Enlarge;"3/4"" Rectangular (19 mm) Multi-Turn Cermet Trimmer";Through-hole;Multi turn;10;5 M;image/trimmers/57026.png;Datasheet\/trimmers/43\43.pdf;Datasheet\/trimmers/43\43.zip
