Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP95456W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC4;17.0;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RCA;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95456W\TSOP95456W.pdf;
TSOP95456W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC4;17.0;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95456W\TSOP95456W.pdf;
