Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
LL42, LL43;Enlarge;Small Signal Schottky Diode;30.0;200.0;650 at 200;No;MiniMELF (SOD-80);Single;image/diodes/85672.png;Datasheet/diodes/ss-schottky/LL42, LL43/LL42, LL43.pdf;Datasheet/diodes/ss-schottky/LL42, LL43/LL42, LL43.zip
LL42, LL43;Enlarge;Small Signal Schottky Diode;30.0;200.0;450 at 200;No;MiniMELF (SOD-80);Single;image/diodes/85672.png;Datasheet/diodes/ss-schottky/LL42, LL43/LL42, LL43.pdf;Datasheet/diodes/ss-schottky/LL42, LL43/LL42, LL43.zip
