Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
VKP332MCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300.0;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP332MCQERUKR\VKP332MCQERUKR.pdf;Datasheet\capacitors\VKP332MCQERUKR\VKP332MCQERUKR.zip
