Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;10.0;28.0;7.6 x 4.4 x 4.4 (E);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;50.0;350.0;7.6 x 4.4 x 4.4 (E);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;25.0;80.0;7.6 x 6.0 x 5.1 (F);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;6.3;56.0;7.6 x 4.4 x 2 (V);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;20.0;80.0;7.6 x 6.0 x 4.0 (R);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;680 µF;4.0;25.0;7.6 x 4.4 x 4.4 (E);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;63.0;400.0;7.6 x 4.4 x 3.5 (D);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;680 µF;10.0;28.0;7.6 x 6.0 x 4.0 (R);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;50.0;250.0;7.6 x 6.0 x 4.0 (R);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;25.0;100.0;8.0 x 6.6 x 4.0 (M);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
DLA 13008;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;6.3;30.0;7.6 x 4.4 x 4.4 (E);image/capacitors\40164.png;Datasheet\capacitors\DLA 13008\DLA 13008.pdf;
