Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-VSUD410CW60;Enlarge;572;137;600;3330;1.0 at 200;-40 to +175;0.19;215;TO-244;Two diodes common cathode;Not Isolated;image\modules\93622.png;Datasheet\modules\VS-VSUD410CW60\VS-VSUD410CW60.pdf;
