Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
TE030090BH25138BH1;Enlarge;10000.0;250.0;R42;;;Individual;image\capacitors\22094.png;Datasheet\capacitors\TE030090BH25138BH1\TE030090BH25138BH1.pdf;
