Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
SF1200;Enlarge;1200;1;3.4 at 1;30.0;75;175.0;SOD-57;;No;image/diodes\86059.png;Datasheet\diodes\SF1200\SF1200.pdf;Datasheet\diodes\SF1200\SF1200.zip
