Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-8EWF12SLHM3;Enlarge;1200;8;1.3;150.0;80.0;150;DPAK (TO-252AA);Single;0.6;Yes;image/diodes/95654.png;Datasheet/diodes/standard-recovery/VS-8EWF12SLHM3/VS-8EWF12SLHM3.pdf;
