Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
K470J10C0GF53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;47;C0G;2.5 mm / 0.100 inch;Straight;Bulk;image\capacitors\45171.png;Datasheet\capacitors\K470J10C0GF53L2\K470J10C0GF53L2.pdf;
