Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP13436P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39.0;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13436P10TR\TSOP13436P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13436P10TR\TSOP13436P10TR.zip
TSOP13436P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39.0;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RC-6;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13436P10TR\TSOP13436P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13436P10TR\TSOP13436P10TR.zip
