Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-409CNQ...PbF Series;Enlarge;400;129;135.0;2300;1.13 at 200;-55 to +175;0.19;TO-244;Two diodes common cathode;Not Isolated;image\modules\94207.png;Datasheet\modules\VS-409CNQ...PbF Series\VS-409CNQ...PbF Series.pdf;
VS-409CNQ...PbF Series;Enlarge;400;129;150.0;2300;1.13 at 200;-55 to +175;0.19;TO-244;Two diodes common cathode;Not Isolated;image\modules\94207.png;Datasheet\modules\VS-409CNQ...PbF Series\VS-409CNQ...PbF Series.pdf;
