Series;Product Image;Type;Technology;Description;Mounting;Voltage(V);Capacitance (min.);Capacitance (max.);Dielectric;Image path;Datasheet part;3d model part
VJ HIFREQ High Temperature (HT) Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for High Temperatures 175 °C / 200 °C;Surface Mount;100.0;0.1 pF;47 pF;D = HIFREQ;image\capacitors\45239.png;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.pdf;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.zip
VJ HIFREQ High Temperature (HT) Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for High Temperatures 175 °C / 200 °C;Surface Mount;200.0;0.1 pF;270 pF;D = HIFREQ;image\capacitors\45239.png;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.pdf;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.zip
VJ HIFREQ High Temperature (HT) Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for High Temperatures 175 °C / 200 °C;Surface Mount;250.0;0.1 pF;470 pF;D = HIFREQ;image\capacitors\45239.png;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.pdf;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.zip
VJ HIFREQ High Temperature (HT) Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for High Temperatures 175 °C / 200 °C;Surface Mount;250.0;0.1 pF;1 nF;D = HIFREQ;image\capacitors\45239.png;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.pdf;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.zip
VJ HIFREQ High Temperature (HT) Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for High Temperatures 175 °C / 200 °C;Surface Mount;500.0;0.2 pF;3.3 nF;D = HIFREQ;image\capacitors\45239.png;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.pdf;Datasheet\capacitors\VJ HIFREQ High Temperature (HT) Series\VJ HIFREQ High Temperature (HT) Series.zip
