Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSO5160-LM;Enlarge;13 mm;Orange red;Common cathode;2800.0;;9000.0;10;2.0;image/displays\83126.png;Datasheet\displays\TDSO5160-LM\TDSO5160-LM.pdf;Datasheet\displays\TDSO5160-LM\TDSO5160-LM.zip
