Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V8K202DU;Enlarge;200;2 x 4;0.72;60.0;;150;FlatPAK 5 x 6;Separated cathode;Yes;image/diodes\98169.png;Datasheet\diodes\V8K202DU\V8K202DU.pdf;Datasheet\diodes\V8K202DU\V8K202DU.zip
