Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BU2506;Enlarge;25.0;0.87;300;600;150;BU;In-line;image/diodes\84805.png;Datasheet\diodes\BU2506\BU2506.pdf;Datasheet\diodes\BU2506\BU2506.zip
