Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PEF220WP20236BJ1;Enlarge;20000.0;2000.0;R85;;;Individual;image\capacitors\22083.png;Datasheet\capacitors\PEF220WP20236BJ1\PEF220WP20236BJ1.pdf;
