Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PA0100WH16138BG1;Enlarge;13000.0;160.0;R16;;;Individual;image\capacitors\22082.png;Datasheet\capacitors\PA0100WH16138BG1\PA0100WH16138BG1.pdf;Datasheet\capacitors\PA0100WH16138BG1\PA0100WH16138BG1.zip
