Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-240U(R).. Series;Enlarge;320 at 100;4500;4700;1200;;-40 to +180;1.33;DO-9 (DO-205AB);Single;image/diodes\93504.png;Datasheet\diodes\VS-240U(R).. Series\VS-240U(R).. Series.pdf;
VS-240U(R).. Series;Enlarge;320 at 100;4500;4700;1000;;-40 to +180;1.33;DO-9 (DO-205AB);Single;image/diodes\93504.png;Datasheet\diodes\VS-240U(R).. Series\VS-240U(R).. Series.pdf;
VS-240U(R).. Series;Enlarge;320 at 100;4500;4700;800;;-40 to +180;1.33;DO-9 (DO-205AB);Single;image/diodes\93504.png;Datasheet\diodes\VS-240U(R).. Series\VS-240U(R).. Series.pdf;
VS-240U(R).. Series;Enlarge;320 at 100;4500;4700;600;;-40 to +180;1.33;DO-9 (DO-205AB);Single;image/diodes\93504.png;Datasheet\diodes\VS-240U(R).. Series\VS-240U(R).. Series.pdf;
