Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BYV28-100;Enlarge;100;3.5;1.1 at 5;90.0;30;175.0;SOD-64;;Yes;image/diodes/86044.png;Datasheet/diodes/ultrafast-recovery/BYV28-100/BYV28-100.pdf;Datasheet/diodes/ultrafast-recovery/BYV28-100/BYV28-100.zip
