Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-E4PU3006L-N3;Enlarge;600;30;1.19;240.0;see datasheet;175.0;TO-247AD 2L;Single;No;image/diodes/95899.png;Datasheet/diodes/ultrafast-recovery/VS-E4PU3006L-N3/VS-E4PU3006L-N3.pdf;
