Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
SFH615A;Enlarge;DIP-4;70;13;320.0;10;3, 2.3;-55 to +100;4470 5300;UL, cUL, VDE, BSI, FIMKO, CQC;image/optocouplers/83433.png;Datasheet/optocouplers/opt-tran-output/SFH615A/SFH615A.pdf;Datasheet/optocouplers/opt-tran-output/SFH615A/SFH615A.zip
SFH615A;Enlarge;DIP-4, 400 mil;70;13;320.0;10;3, 2.3;-55 to +100;4470 5300;UL, cUL, VDE, BSI, FIMKO, CQC;image/optocouplers/83433.png;Datasheet/optocouplers/opt-tran-output/SFH615A/SFH615A.pdf;Datasheet/optocouplers/opt-tran-output/SFH615A/SFH615A.zip
SFH615A;Enlarge;SMD-4;70;13;320.0;10;3, 2.3;-55 to +100;4470 5300;UL, cUL, VDE, BSI, FIMKO, CQC;image/optocouplers/83433.png;Datasheet/optocouplers/opt-tran-output/SFH615A/SFH615A.pdf;Datasheet/optocouplers/opt-tran-output/SFH615A/SFH615A.zip
